,Address,City,ZIP,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
4662,"414 Donelson Pike",NASHVILLE,37214.0,TN,36.154781,-86.665685,1,rooftop,414,"Donelson Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4663,"4054 Andrew Jackson Way",HERMITAGE,37076.0,TN,36.186209,-86.608764,1,rooftop,4054,"Andrew Jackson Way",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
4664,"12 E Thompson Ln",NASHVILLE,37211.0,TN,36.110663,-86.727428,1,range_interpolation,12,"E Thompson Ln",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4665,"708 Monroe St",NASHVILLE,37208.0,TN,36.175593,-86.79253,1,rooftop,708,"Monroe St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
4666,"2535 Powell Ave",NASHVILLE,37204.0,TN,36.110129,-86.766991,1,range_interpolation,2535,"Powell Ave",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4667,"614 Church St",NASHVILLE,37219.0,TN,36.162741,-86.781675,1,range_interpolation,614,"Church St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
4668,"891 Bell Rd",ANTIOCH,37013.0,TN,36.050025,-86.649937,1,range_interpolation,891,"Bell Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4669,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
4670,"3110 Nolensville Pike",NASHVILLE,37211.0,TN,36.103066,-86.741127,1,range_interpolation,3110,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4671,"217 Broadway",NASHVILLE,37201.0,TN,36.161454,-86.775659,1,rooftop,217,Broadway,,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
4672,"5705 Charlotte Pike",NASHVILLE,37209.0,TN,36.149188,-86.860724,1,rooftop,5705,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4673,"7400 Cockrill Bend Blvd",NASHVILLE,37209.0,TN,36.18071,-86.895864,1,rooftop,7400,"Cockrill Bend Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4674,"1200 8th Ave S",NASHVILLE,37203.0,TN,36.141383,-86.778375,1,rooftop,1200,"8th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4675,"7604 Hwy 70 S",NASHVILLE,37221.0,TN,36.078998,-86.951778,1,range_interpolation,7604,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4676,"5200 Maryland Way",,,TN,42.399683,-82.953357,0.42,nearest_rooftop_match,5202,Maryland,,,Detroit,MI,"Wayne County",48224,US,"City of Detroit"
4677,"616 Marriott Dr",NASHVILLE,37214.0,TN,36.144529,-86.690441,1,rooftop,616,"Marriott Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4678,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
4679,"714 Fesslers Ln",NASHVILLE,37210.0,TN,36.141314,-86.744867,1,rooftop,714,"Fesslers Ln",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
4680,"200 E Webster St",MADISON,37115.0,TN,36.251184,-86.716452,1,rooftop,200,"E Webster St",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
4681,"2201 Murphy Ave",NASHVILLE,37203.0,TN,36.154361,-86.806176,1,rooftop,2201,"Murphy Ave",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4682,"6410 Charlotte Pike",NASHVILLE,37209.0,TN,36.143636,-86.87425,1,rooftop,6410,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4683,"944 Richards Rd",ANTIOCH,37013.0,TN,36.069188,-86.681709,1,range_interpolation,944,"Richards Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4684,"210 Franklin Rd",,,TN,35.890746,-86.965691,0.33,place,,,,,Franklin,TN,"Williamson County",37064,US,"TIGER/Line® dataset from the US Census Bureau"
4685,"318 Harding Pl",NASHVILLE,37211.0,TN,36.086218,-86.699705,1,range_interpolation,318,"Harding Pl",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4686,"515 Bell Rd",ANTIOCH,37013.0,TN,36.070881,-86.636661,1,range_interpolation,515,"Bell Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4687,"8163 Sawyer Brown Rd",NASHVILLE,37221.0,TN,36.081085,-86.947294,1,rooftop,8163,"Sawyer Brown Rd",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
4688,"7097 Old Harding Pike",NASHVILLE,37221.0,TN,36.072597,-86.926301,1,range_interpolation,7097,"Old Harding Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4689,"7102 Charlotte Pike",NASHVILLE,37209.0,TN,36.128622,-86.906774,1,range_interpolation,7102,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
4690,"3 City Ave",NASHVILLE,37209.0,TN,36.152419,-86.819958,1,rooftop,3,"City Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4691,"545 Cool Springs Blvd",,,TN,0,0,0,,,,,,,,,,,
4692,"1522 Demonbreun St",NASHVILLE,37203.0,TN,36.153246,-86.790447,1,rooftop,1522,"Demonbreun St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4693,"660 Myatt Dr",MADISON,37115.0,TN,36.29272,-86.695916,1,rooftop,660,"Myatt Dr",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
4694,"5214 Maryland Way",,,TN,42.399772,-82.953417,0.41,nearest_rooftop_match,5210,Maryland,,,Detroit,MI,"Wayne County",48224,US,"City of Detroit"
4695,"3012 Gallatin Pike",NASHVILLE,37216.0,TN,36.204098,-86.737905,1,rooftop,3012,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
4696,"6000 Pasquo Rd",NASHVILLE,37221.0,TN,36.03222,-86.968093,1,range_interpolation,6000,"Pasquo Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4697,"1155 Bell Rd",ANTIOCH,37013.0,TN,36.045079,-86.664573,1,range_interpolation,1155,"Bell Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4698,"61 E Thompson Ln",NASHVILLE,37211.0,TN,36.110535,-86.726145,1,range_interpolation,61,"E Thompson Ln",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4699,"7665 Hwy 70 S",NASHVILLE,37221.0,TN,36.080706,-86.956067,1,range_interpolation,7665,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4700,"3410 Gallatin Pike",NASHVILLE,37216.0,TN,36.210264,-86.732625,1,rooftop,3410,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
4701,"718 Thompson Ln",NASHVILLE,37204.0,TN,36.112319,-86.765046,1,range_interpolation,718,"Thompson Ln",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4702,"5545 Edmondson Pike",NASHVILLE,37211.0,TN,36.041234,-86.743955,1,range_interpolation,5545,"Edmondson Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4703,"7090 Charlotte Pike",NASHVILLE,37209.0,TN,36.128805,-86.906358,1,range_interpolation,7090,"Charlotte Pike",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4704,"8224 TN-100",NASHVILLE,37221.0,TN,36.042703,-86.960224,1,range_interpolation,8224,"Hwy 100",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4705,"1439 Robinson Rd","OLD HICKORY",37138.0,TN,36.256124,-86.653529,1,rooftop,1439,"Robinson Rd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
4706,"6718 US-41A",BRENTWOOD,37027.0,TN,35.874553,-86.907565,0.33,place,,,,,Brentwood,TN,"Williamson County",37024,US,"TIGER/Line® dataset from the US Census Bureau"
4707,"219 US-70",NASHVILLE,37201.0,TN,36.15416,-86.75726,1,range_interpolation,219,"US Hwy 70",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
4708,"2016 Ed Temple Blvd",NASHVILLE,37208.0,TN,36.186809,-86.821311,1,rooftop,2016,"Ed Temple Blvd",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
4709,"500 Pima Rd",MADISON,37115.0,TN,36.266089,-86.719597,1,rooftop,500,"Pima Rd",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
4710,"1622 Church St",NASHVILLE,37203.0,TN,36.156417,-86.795243,1,rooftop,1622,"Church St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4711,"7034 Charlotte Pike",NASHVILLE,37209.0,TN,36.133569,-86.905724,1,rooftop,7034,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4712,"5100 Centennial Blvd",NASHVILLE,37209.0,TN,36.163394,-86.849665,1,rooftop,5100,"Centennial Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4713,"406 21st Ave S",NASHVILLE,37203.0,TN,36.146505,-86.799303,1,rooftop,406,"21st Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4714,"2645 8th Ave S",NASHVILLE,37204.0,TN,36.120834,-86.775444,1,range_interpolation,2645,"8th Ave S",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4715,"5651 Frist Blvd",HERMITAGE,37076.0,TN,36.176899,-86.608473,1,rooftop,5651,"Frist Blvd",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
4716,"4502 Murphy Rd",NASHVILLE,37209.0,TN,36.141144,-86.840356,1,range_interpolation,4502,"Murphy Rd",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
4717,"726 Mcferrin Ave",NASHVILLE,37206.0,TN,36.18412,-86.754849,1,rooftop,726,"McFerrin Ave",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
4718,"333 Gallatin Pike N",MADISON,37115.0,TN,36.264938,-86.711671,1,rooftop,333,"Gallatin Pike N",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
4719,"4109 Hillsboro Pike",NASHVILLE,37215.0,TN,36.101875,-86.817943,1,range_interpolation,4109,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
4720,"7250 Eastgate Blvd",,,TN,0,0,0,,,,,,,,,,,
4721,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
4722,"1008 Nelson Merry St",NASHVILLE,37203.0,TN,36.164386,-86.78953,1,range_interpolation,1008,"Nelson Merry St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
4723,"7200 Whites Creek Pike",JOELTON,37080.0,TN,36.31883,-86.86632,1,rooftop,7200,"Whites Creek Pike",,,Joelton,TN,"Davidson County",37080,US,"City of Nashville"
4724,"535 Main St",NASHVILLE,37206.0,TN,36.174,-86.763381,1,rooftop,535,"Main St",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
4725,"3078 Sidco Dr",NASHVILLE,37204.0,TN,36.101689,-86.756162,1,range_interpolation,3078,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4726,"945 Allen Rd",NASHVILLE,37214.0,TN,36.150484,-86.66582,1,rooftop,945,"Allen Rd",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4727,"Willow Brook Dr",NASHVILLE,37211.0,TN,36.109252,-86.725093,1,street_center,,"Willow Brook Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4728,"240 N 1st St",NASHVILLE,37213.0,TN,36.176648,-86.775021,1,rooftop,240,"N 1st St",,,Nashville,TN,"Davidson County",37213,US,"City of Nashville"
4729,"1530 Antioch Pike",ANTIOCH,37013.0,TN,36.078611,-86.683364,1,range_interpolation,1530,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4730,"15545 Old Hickory Blvd",NASHVILLE,37211.0,TN,36.039651,-86.740419,1,range_interpolation,15545,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4731,"2223 Whites Creek Pike",NASHVILLE,37207.0,TN,36.209554,-86.792561,1,rooftop,2223,"Whites Creek Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
4732,"7604 Hwy 70 S",NASHVILLE,37221.0,TN,36.078998,-86.951778,1,range_interpolation,7604,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4733,"7201 Cockrill Bend Blvd",NASHVILLE,37209.0,TN,36.169948,-86.886661,1,rooftop,7201,"Cockrill Bend Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4734,"2400 Music Valley Dr",NASHVILLE,37214.0,TN,36.217595,-86.696909,1,rooftop,2400,"Music Valley Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4735,"105 Broadway",NASHVILLE,37201.0,TN,36.161916,-86.774579,1,rooftop,105,Broadway,,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
4736,"1200 Donelson Ave","OLD HICKORY",37138.0,TN,36.264273,-86.651159,1,rooftop,1200,"Donelson Ave",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
4737,"5837 Nolensville Pike",NASHVILLE,37211.0,TN,36.039,-86.713035,1,range_interpolation,5837,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4738,"5315 Nolensville Pike",NASHVILLE,37211.0,TN,36.052165,-86.714721,1,range_interpolation,5315,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4739,"2001 Lakeshore Dr","OLD HICKORY",37138.0,TN,36.250259,-86.63951,1,range_interpolation,2001,"Lakeshore Dr",,,"Old Hickory",TN,"Davidson County",37138,US,"TIGER/Line® dataset from the US Census Bureau"
4740,"3900 Hillsboro Pike",NASHVILLE,37215.0,TN,36.106046,-86.81388,1,range_interpolation,3900,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
4741,"2 Dell Pkwy",NASHVILLE,37217.0,TN,36.165688,-86.778098,0.33,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
4742,"2223 TN-6",NASHVILLE,37204.0,TN,36.165688,-86.778098,0.33,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
4743,"2535 Powell Ave",NASHVILLE,37204.0,TN,36.110129,-86.766991,1,range_interpolation,2535,"Powell Ave",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4744,"7691 Hwy 70 S",NASHVILLE,37221.0,TN,36.081046,-86.95633,1,range_interpolation,7691,"Hwy 70 S",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4745,"801 Vantage Way",NASHVILLE,37228.0,TN,36.190573,-86.799149,1,rooftop,801,"Vantage Way Ct",,,Nashville,TN,"Davidson County",37228,US,"City of Nashville"
4746,"5805 Nolensville Pike",NASHVILLE,37211.0,TN,36.044232,-86.713304,1,range_interpolation,5805,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4747,,,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
4748,"3813 Hillsboro Pike",NASHVILLE,37215.0,TN,36.107061,-86.813387,1,range_interpolation,3813,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
4749,"6317 Charlotte Pike",NASHVILLE,37209.0,TN,36.144844,-86.871803,1,rooftop,6317,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4750,"301 E Thompson Ln",NASHVILLE,37211.0,TN,36.110704,-86.743821,0.7,range_interpolation,301,"State Hwy 155",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4751,"2817 West End Ave",NASHVILLE,37203.0,TN,36.144523,-86.812761,1,rooftop,2817,"W End Ave",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4752,"5709 Edmondson Pike",NASHVILLE,37211.0,TN,36.037221,-86.743622,1,range_interpolation,5709,"Edmondson Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4753,"5081 TN-265",HERMITAGE,37076.0,TN,36.170228,-86.561863,0.79,nearest_rooftop_match,5095,"Central Park",,,Hermitage,TN,"Wilson County",37076,US,Statewide
4754,"5231 Old Hickory Blvd",HERMITAGE,37076.0,TN,36.187371,-86.614508,1,rooftop,5231,"Old Hickory Blvd",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
4755,"3248 Blackwood Dr",NASHVILLE,37214.0,TN,36.151961,-86.627324,1,rooftop,3248,"Blackwood Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4756,"2800 Opryland Dr",NASHVILLE,37214.0,TN,36.212457,-86.696246,1,rooftop,2800,"Opryland Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4757,"2618 Brick Church Pike",NASHVILLE,37207.0,TN,36.21666,-86.781081,1,range_interpolation,2618,"Brick Church Pike",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
4758,"6410 Charlotte Pike",NASHVILLE,37209.0,TN,36.143636,-86.87425,1,rooftop,6410,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4759,"4491 Lebanon Pike",HERMITAGE,37076.0,TN,36.214375,-86.598884,1,rooftop,4491,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
4760,"3205 Whites Creek Pike",NASHVILLE,37207.0,TN,36.232866,-86.809535,1,rooftop,3205,"Whites Creek Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
4761,"Cane Ridge",ANTIOCH,37013.0,TN,36.041883,-86.661546,0.8,street_center,,"Cane Ridge Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
4762,"421 Ocala Dr",NASHVILLE,37211.0,TN,36.05129,-86.71463,1,range_interpolation,421,"Ocala Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4763,"6702 Charlotte Pike",NASHVILLE,37209.0,TN,36.136554,-86.884147,1,range_interpolation,6702,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
4764,"4487 Post Pl",NASHVILLE,37205.0,TN,36.129459,-86.851047,1,rooftop,4487,"Post Pl",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
4765,"800 Monroe St",NASHVILLE,37208.0,TN,36.175716,-86.794201,1,rooftop,800,"Monroe St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
4766,"707 18th Ave N",NASHVILLE,37203.0,TN,36.150772,-86.794674,0.8,rooftop,707,"18th Ave S",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4767,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
4768,"5106 Old Hickory Blvd",NASHVILLE,37218.0,TN,36.212066,-86.919678,1,rooftop,5106,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
4769,"5106 Old Hickory Blvd",NASHVILLE,37218.0,TN,36.212066,-86.919678,1,rooftop,5106,"Old Hickory Blvd",,,Nashville,TN,"Davidson County",37218,US,"City of Nashville"
4770,"131 Opry Mills Dr",NASHVILLE,37214.0,TN,36.20366,-86.69239,1,rooftop,131,"Opry Mills Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
4771,"1516 Demonbreun St",NASHVILLE,37203.0,TN,36.153173,-86.790018,0.99,rooftop,"1516 A","Demonbreun St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4772,"1 Public Sq",NASHVILLE,37201.0,TN,36.166747,-86.778286,1,rooftop,1,"Public Sq",,,Nashville,TN,"Davidson County",37201,US,"City of Nashville"
4773,"3758 Nolensville Pike",NASHVILLE,37211.0,TN,36.090758,-86.734217,1,range_interpolation,3758,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
4774,"333 Swinging Bridge Rd","OLD HICKORY",37138.0,TN,36.271823,-86.66303,1,rooftop,333,"Swinging Bridge Rd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
4775,"7th Ave N & Commerce St",NASHVILLE,37203.0,TN,36.1608,-86.781798,1,intersection,,"7th Ave N",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
4776,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
4777,"5404 Charlotte Ave",NASHVILLE,37209.0,TN,36.15196,-86.854013,1,rooftop,5404,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
4778,"1308 McGavock Pk",NASHVILLE,37216.0,TN,36.204445,-86.724804,1,rooftop,1308,"McGavock Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
4779,"718 Thompson Ln",NASHVILLE,37204.0,TN,36.112319,-86.765046,1,range_interpolation,718,"Thompson Ln",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
4780,"1214 Church St",NASHVILLE,37246.0,TN,36.159343,-86.790687,1,rooftop,1214,"Church St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
4781,"650 Colice Jeanne Rd",NASHVILLE,37221.0,TN,36.071709,-86.934154,1,range_interpolation,650,"Colice Jeanne Rd",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
4782,"310 Church St",NASHVILLE,37201.0,TN,36.164309,-86.777896,1,range_interpolation,310,"Church St",,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
